REF_DATE,GEO,Products,UOM,VALUE,Avg_CPI,Avg_CPI_Gas,day,month,year,ProductsUOM,Meat_Category
2017-06-01,New Brunswick,Chicken thigh,Dollars,8.05,1.5,153.9,1,6,2017, per kilogram,Chicken
2017-06-01,New Brunswick,Chicken drumsticks,Dollars,6.13,1.5,153.9,1,6,2017, per kilogram,Chicken
2017-06-01,New Brunswick,Bacon,Dollars,4.84,1.5,153.9,1,6,2017, 500 grams,Bacon
2017-06-01,Quebec,Beef stewing cuts,Dollars,13.58,1.5,153.9,1,6,2017, per kilogram,Beef
2017-06-01,Quebec,Beef striploin cuts,Dollars,20.05,1.5,153.9,1,6,2017, per kilogram,Beef
2017-06-01,Quebec,Beef top sirloin cuts,Dollars,15.24,1.5,153.9,1,6,2017, per kilogram,Beef
2017-06-01,Quebec,Beef rib cuts,Dollars,26.59,1.5,153.9,1,6,2017, per kilogram,Beef
2017-06-01,Quebec,Ground beef,Dollars,9.73,1.5,153.9,1,6,2017, per kilogram,Beef
2017-06-01,Quebec,Pork loin cuts,Dollars,7.8,1.5,153.9,1,6,2017, per kilogram,Pork
2017-06-01,Quebec,Pork rib cuts,Dollars,9.56,1.5,153.9,1,6,2017, per kilogram,Pork
2017-06-01,Quebec,Pork shoulder cuts,Dollars,6.6,1.5,153.9,1,6,2017, per kilogram,Pork
2017-06-01,Quebec,Whole chicken,Dollars,6.31,1.5,153.9,1,6,2017, per kilogram,Chicken
2017-06-01,Quebec,Chicken breasts,Dollars,12.8,1.5,153.9,1,6,2017, per kilogram,Chicken
2017-06-01,Quebec,Chicken thigh,Dollars,10.63,1.5,153.9,1,6,2017, per kilogram,Chicken
2017-06-01,Quebec,Chicken drumsticks,Dollars,6.79,1.5,153.9,1,6,2017, per kilogram,Chicken
2017-06-01,Quebec,Bacon,Dollars,5.57,1.5,153.9,1,6,2017, 500 grams,Bacon
2017-06-01,Ontario,Beef stewing cuts,Dollars,15.5,1.5,153.9,1,6,2017, per kilogram,Beef
2017-06-01,Ontario,Beef striploin cuts,Dollars,25.34,1.5,153.9,1,6,2017, per kilogram,Beef
2017-06-01,Ontario,Beef top sirloin cuts,Dollars,17.43,1.5,153.9,1,6,2017, per kilogram,Beef
2017-06-01,Ontario,Beef rib cuts,Dollars,23.39,1.5,153.9,1,6,2017, per kilogram,Beef
2017-06-01,Ontario,Ground beef,Dollars,9.0,1.5,153.9,1,6,2017, per kilogram,Beef
2017-06-01,Ontario,Pork loin cuts,Dollars,6.12,1.5,153.9,1,6,2017, per kilogram,Pork
2017-06-01,Ontario,Pork rib cuts,Dollars,6.6,1.5,153.9,1,6,2017, per kilogram,Pork
2017-06-01,Ontario,Pork shoulder cuts,Dollars,6.87,1.5,153.9,1,6,2017, per kilogram,Pork
2017-06-01,Ontario,Whole chicken,Dollars,5.05,1.5,153.9,1,6,2017, per kilogram,Chicken
2017-06-01,Ontario,Chicken breasts,Dollars,10.37,1.5,153.9,1,6,2017, per kilogram,Chicken
2017-06-01,Ontario,Chicken thigh,Dollars,8.08,1.5,153.9,1,6,2017, per kilogram,Chicken
2017-06-01,Ontario,Chicken drumsticks,Dollars,4.84,1.5,153.9,1,6,2017, per kilogram,Chicken
2017-06-01,Ontario,Bacon,Dollars,5.33,1.5,153.9,1,6,2017, 500 grams,Bacon
2017-06-01,Manitoba,Beef stewing cuts,Dollars,13.22,1.5,153.9,1,6,2017, per kilogram,Beef
2017-06-01,Manitoba,Beef striploin cuts,Dollars,29.26,1.5,153.9,1,6,2017, per kilogram,Beef
2017-06-01,Manitoba,Beef top sirloin cuts,Dollars,14.39,1.5,153.9,1,6,2017, per kilogram,Beef
2017-06-01,Manitoba,Beef rib cuts,Dollars,19.7,1.5,153.9,1,6,2017, per kilogram,Beef
2017-06-01,Manitoba,Ground beef,Dollars,8.68,1.5,153.9,1,6,2017, per kilogram,Beef
2017-06-01,Manitoba,Pork loin cuts,Dollars,11.92,1.5,153.9,1,6,2017, per kilogram,Pork
2017-06-01,Manitoba,Pork rib cuts,Dollars,9.42,1.5,153.9,1,6,2017, per kilogram,Pork
2017-06-01,Manitoba,Pork shoulder cuts,Dollars,7.41,1.5,153.9,1,6,2017, per kilogram,Pork
2017-06-01,Manitoba,Whole chicken,Dollars,6.7,1.5,153.9,1,6,2017, per kilogram,Chicken
2017-06-01,Manitoba,Chicken breasts,Dollars,12.31,1.5,153.9,1,6,2017, per kilogram,Chicken
2017-06-01,Manitoba,Chicken thigh,Dollars,8.57,1.5,153.9,1,6,2017, per kilogram,Chicken
2017-06-01,Manitoba,Chicken drumsticks,Dollars,5.26,1.5,153.9,1,6,2017, per kilogram,Chicken
2017-06-01,Manitoba,Bacon,Dollars,5.71,1.5,153.9,1,6,2017, 500 grams,Bacon
2017-06-01,Saskatchewan,Beef stewing cuts,Dollars,13.2,1.5,153.9,1,6,2017, per kilogram,Beef
2017-06-01,Saskatchewan,Beef striploin cuts,Dollars,24.95,1.5,153.9,1,6,2017, per kilogram,Beef
2017-06-01,Saskatchewan,Beef top sirloin cuts,Dollars,14.06,1.5,153.9,1,6,2017, per kilogram,Beef
2017-06-01,Saskatchewan,Beef rib cuts,Dollars,18.9,1.5,153.9,1,6,2017, per kilogram,Beef
2017-06-01,Saskatchewan,Ground beef,Dollars,8.68,1.5,153.9,1,6,2017, per kilogram,Beef
2017-06-01,Saskatchewan,Pork loin cuts,Dollars,10.38,1.5,153.9,1,6,2017, per kilogram,Pork
2017-06-01,Saskatchewan,Pork rib cuts,Dollars,9.44,1.5,153.9,1,6,2017, per kilogram,Pork
2017-06-01,Saskatchewan,Pork shoulder cuts,Dollars,7.6,1.5,153.9,1,6,2017, per kilogram,Pork
2017-06-01,Saskatchewan,Whole chicken,Dollars,6.3,1.5,153.9,1,6,2017, per kilogram,Chicken
2017-06-01,Saskatchewan,Chicken breasts,Dollars,12.14,1.5,153.9,1,6,2017, per kilogram,Chicken
2017-06-01,Saskatchewan,Chicken thigh,Dollars,7.98,1.5,153.9,1,6,2017, per kilogram,Chicken
2017-06-01,Saskatchewan,Chicken drumsticks,Dollars,5.01,1.5,153.9,1,6,2017, per kilogram,Chicken
2017-06-01,Saskatchewan,Bacon,Dollars,5.39,1.5,153.9,1,6,2017, 500 grams,Bacon
2017-06-01,Alberta,Beef stewing cuts,Dollars,14.04,1.5,153.9,1,6,2017, per kilogram,Beef
2017-06-01,Alberta,Beef striploin cuts,Dollars,29.34,1.5,153.9,1,6,2017, per kilogram,Beef
2017-06-01,Alberta,Beef top sirloin cuts,Dollars,15.0,1.5,153.9,1,6,2017, per kilogram,Beef
2017-06-01,Alberta,Beef rib cuts,Dollars,19.99,1.5,153.9,1,6,2017, per kilogram,Beef
2017-06-01,Alberta,Ground beef,Dollars,9.42,1.5,153.9,1,6,2017, per kilogram,Beef
2017-06-01,Alberta,Pork loin cuts,Dollars,12.0,1.5,153.9,1,6,2017, per kilogram,Pork
2017-06-01,Alberta,Pork rib cuts,Dollars,9.32,1.5,153.9,1,6,2017, per kilogram,Pork
2017-06-01,Alberta,Pork shoulder cuts,Dollars,7.36,1.5,153.9,1,6,2017, per kilogram,Pork
2017-06-01,Alberta,Whole chicken,Dollars,6.7,1.5,153.9,1,6,2017, per kilogram,Chicken
2017-06-01,Alberta,Chicken breasts,Dollars,12.86,1.5,153.9,1,6,2017, per kilogram,Chicken
2017-06-01,Alberta,Chicken thigh,Dollars,9.4,1.5,153.9,1,6,2017, per kilogram,Chicken
2017-06-01,Alberta,Chicken drumsticks,Dollars,5.15,1.5,153.9,1,6,2017, per kilogram,Chicken
2017-06-01,Alberta,Bacon,Dollars,5.66,1.5,153.9,1,6,2017, 500 grams,Bacon
2017-06-01,British Columbia,Beef stewing cuts,Dollars,13.35,1.5,153.9,1,6,2017, per kilogram,Beef
2017-06-01,British Columbia,Beef striploin cuts,Dollars,27.27,1.5,153.9,1,6,2017, per kilogram,Beef
2017-06-01,British Columbia,Beef top sirloin cuts,Dollars,15.25,1.5,153.9,1,6,2017, per kilogram,Beef
2017-06-01,British Columbia,Beef rib cuts,Dollars,20.68,1.5,153.9,1,6,2017, per kilogram,Beef
2017-06-01,British Columbia,Ground beef,Dollars,9.32,1.5,153.9,1,6,2017, per kilogram,Beef
2017-06-01,British Columbia,Pork loin cuts,Dollars,11.39,1.5,153.9,1,6,2017, per kilogram,Pork
2017-06-01,British Columbia,Pork rib cuts,Dollars,8.92,1.5,153.9,1,6,2017, per kilogram,Pork
2017-06-01,British Columbia,Pork shoulder cuts,Dollars,7.54,1.5,153.9,1,6,2017, per kilogram,Pork
2017-06-01,British Columbia,Whole chicken,Dollars,6.7,1.5,153.9,1,6,2017, per kilogram,Chicken
2017-06-01,British Columbia,Chicken breasts,Dollars,12.84,1.5,153.9,1,6,2017, per kilogram,Chicken
2017-06-01,British Columbia,Chicken thigh,Dollars,9.67,1.5,153.9,1,6,2017, per kilogram,Chicken
2017-06-01,British Columbia,Chicken drumsticks,Dollars,5.23,1.5,153.9,1,6,2017, per kilogram,Chicken
2017-06-01,British Columbia,Bacon,Dollars,5.6,1.5,153.9,1,6,2017, 500 grams,Bacon
2017-07-01,Canada,Beef stewing cuts,Dollars,14.44,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Canada,Beef striploin cuts,Dollars,23.83,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Canada,Beef top sirloin cuts,Dollars,15.69,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Canada,Beef rib cuts,Dollars,21.17,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Canada,Ground beef,Dollars,10.03,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Canada,Pork loin cuts,Dollars,8.11,1.6,154.2,1,7,2017, per kilogram,Pork
2017-07-01,Canada,Pork rib cuts,Dollars,8.12,1.6,154.2,1,7,2017, per kilogram,Pork
2017-07-01,Canada,Pork shoulder cuts,Dollars,7.67,1.6,154.2,1,7,2017, per kilogram,Pork
2017-07-01,Canada,Whole chicken,Dollars,5.94,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Canada,Chicken breasts,Dollars,12.14,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Canada,Chicken thigh,Dollars,8.65,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Canada,Chicken drumsticks,Dollars,5.62,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Canada,Bacon,Dollars,5.61,1.6,154.2,1,7,2017, 500 grams,Bacon
2017-07-01,Newfoundland and Labrador,Beef stewing cuts,Dollars,14.53,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Newfoundland and Labrador,Beef striploin cuts,Dollars,19.83,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Newfoundland and Labrador,Beef top sirloin cuts,Dollars,15.05,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Newfoundland and Labrador,Beef rib cuts,Dollars,26.86,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Newfoundland and Labrador,Ground beef,Dollars,9.71,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Newfoundland and Labrador,Pork loin cuts,Dollars,7.78,1.6,154.2,1,7,2017, per kilogram,Pork
2017-07-01,Newfoundland and Labrador,Pork rib cuts,Dollars,8.15,1.6,154.2,1,7,2017, per kilogram,Pork
2017-07-01,Newfoundland and Labrador,Pork shoulder cuts,Dollars,6.22,1.6,154.2,1,7,2017, per kilogram,Pork
2017-07-01,Newfoundland and Labrador,Whole chicken,Dollars,5.59,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Newfoundland and Labrador,Chicken breasts,Dollars,10.63,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Newfoundland and Labrador,Chicken thigh,Dollars,6.51,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Newfoundland and Labrador,Chicken drumsticks,Dollars,6.0,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Newfoundland and Labrador,Bacon,Dollars,5.32,1.6,154.2,1,7,2017, 500 grams,Bacon
2017-07-01,Prince Edward Island,Beef stewing cuts,Dollars,13.89,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Prince Edward Island,Beef striploin cuts,Dollars,21.65,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Prince Edward Island,Beef top sirloin cuts,Dollars,15.59,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Prince Edward Island,Beef rib cuts,Dollars,27.21,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Prince Edward Island,Ground beef,Dollars,9.53,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Prince Edward Island,Pork loin cuts,Dollars,8.02,1.6,154.2,1,7,2017, per kilogram,Pork
2017-07-01,Prince Edward Island,Pork rib cuts,Dollars,8.11,1.6,154.2,1,7,2017, per kilogram,Pork
2017-07-01,Prince Edward Island,Pork shoulder cuts,Dollars,8.39,1.6,154.2,1,7,2017, per kilogram,Pork
2017-07-01,Prince Edward Island,Whole chicken,Dollars,5.59,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Prince Edward Island,Chicken breasts,Dollars,10.53,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Prince Edward Island,Chicken thigh,Dollars,8.2,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Prince Edward Island,Chicken drumsticks,Dollars,6.44,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Prince Edward Island,Bacon,Dollars,5.17,1.6,154.2,1,7,2017, 500 grams,Bacon
2017-07-01,Nova Scotia,Beef stewing cuts,Dollars,12.74,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Nova Scotia,Beef striploin cuts,Dollars,21.45,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Nova Scotia,Beef top sirloin cuts,Dollars,15.24,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Nova Scotia,Beef rib cuts,Dollars,24.74,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Nova Scotia,Ground beef,Dollars,9.23,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Nova Scotia,Pork loin cuts,Dollars,7.74,1.6,154.2,1,7,2017, per kilogram,Pork
2017-07-01,Nova Scotia,Pork rib cuts,Dollars,7.8,1.6,154.2,1,7,2017, per kilogram,Pork
2017-07-01,Nova Scotia,Pork shoulder cuts,Dollars,8.09,1.6,154.2,1,7,2017, per kilogram,Pork
2017-07-01,Nova Scotia,Whole chicken,Dollars,5.66,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Nova Scotia,Chicken breasts,Dollars,10.14,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Nova Scotia,Chicken thigh,Dollars,7.78,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Nova Scotia,Chicken drumsticks,Dollars,5.96,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Nova Scotia,Bacon,Dollars,5.25,1.6,154.2,1,7,2017, 500 grams,Bacon
2017-07-01,New Brunswick,Beef stewing cuts,Dollars,14.34,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,New Brunswick,Beef striploin cuts,Dollars,21.19,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,New Brunswick,Beef top sirloin cuts,Dollars,15.37,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,New Brunswick,Beef rib cuts,Dollars,25.11,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,New Brunswick,Ground beef,Dollars,9.61,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,New Brunswick,Pork loin cuts,Dollars,7.84,1.6,154.2,1,7,2017, per kilogram,Pork
2017-07-01,New Brunswick,Pork rib cuts,Dollars,7.84,1.6,154.2,1,7,2017, per kilogram,Pork
2017-07-01,New Brunswick,Pork shoulder cuts,Dollars,7.48,1.6,154.2,1,7,2017, per kilogram,Pork
2017-07-01,New Brunswick,Whole chicken,Dollars,5.41,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,New Brunswick,Chicken breasts,Dollars,10.24,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,New Brunswick,Chicken thigh,Dollars,7.63,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,New Brunswick,Chicken drumsticks,Dollars,6.11,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,New Brunswick,Bacon,Dollars,5.36,1.6,154.2,1,7,2017, 500 grams,Bacon
2017-07-01,Quebec,Beef stewing cuts,Dollars,14.14,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Quebec,Beef striploin cuts,Dollars,21.87,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Quebec,Beef top sirloin cuts,Dollars,15.38,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Quebec,Beef rib cuts,Dollars,19.76,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Quebec,Ground beef,Dollars,11.78,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Quebec,Pork loin cuts,Dollars,9.24,1.6,154.2,1,7,2017, per kilogram,Pork
2017-07-01,Quebec,Pork rib cuts,Dollars,7.6,1.6,154.2,1,7,2017, per kilogram,Pork
2017-07-01,Quebec,Pork shoulder cuts,Dollars,6.72,1.6,154.2,1,7,2017, per kilogram,Pork
2017-07-01,Quebec,Whole chicken,Dollars,6.25,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Quebec,Chicken breasts,Dollars,11.83,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Quebec,Chicken thigh,Dollars,9.12,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Quebec,Chicken drumsticks,Dollars,5.42,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Quebec,Bacon,Dollars,6.05,1.6,154.2,1,7,2017, 500 grams,Bacon
2017-07-01,Ontario,Beef stewing cuts,Dollars,15.95,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Ontario,Beef striploin cuts,Dollars,25.33,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Ontario,Beef top sirloin cuts,Dollars,17.07,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Ontario,Beef rib cuts,Dollars,21.78,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Ontario,Ground beef,Dollars,10.03,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Ontario,Pork loin cuts,Dollars,7.63,1.6,154.2,1,7,2017, per kilogram,Pork
2017-07-01,Ontario,Pork rib cuts,Dollars,7.29,1.6,154.2,1,7,2017, per kilogram,Pork
2017-07-01,Ontario,Pork shoulder cuts,Dollars,8.27,1.6,154.2,1,7,2017, per kilogram,Pork
2017-07-01,Ontario,Whole chicken,Dollars,5.56,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Ontario,Chicken breasts,Dollars,12.13,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Ontario,Chicken thigh,Dollars,7.94,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Ontario,Chicken drumsticks,Dollars,5.31,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Ontario,Bacon,Dollars,5.37,1.6,154.2,1,7,2017, 500 grams,Bacon
2017-07-01,Manitoba,Beef stewing cuts,Dollars,13.28,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Manitoba,Beef striploin cuts,Dollars,22.53,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Manitoba,Beef top sirloin cuts,Dollars,13.78,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Manitoba,Beef rib cuts,Dollars,21.67,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Manitoba,Ground beef,Dollars,8.56,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Manitoba,Pork loin cuts,Dollars,8.26,1.6,154.2,1,7,2017, per kilogram,Pork
2017-07-01,Manitoba,Pork rib cuts,Dollars,8.81,1.6,154.2,1,7,2017, per kilogram,Pork
2017-07-01,Manitoba,Pork shoulder cuts,Dollars,7.62,1.6,154.2,1,7,2017, per kilogram,Pork
2017-07-01,Manitoba,Whole chicken,Dollars,6.84,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Manitoba,Chicken breasts,Dollars,13.7,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Manitoba,Chicken thigh,Dollars,9.03,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Manitoba,Chicken drumsticks,Dollars,5.82,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Manitoba,Bacon,Dollars,6.03,1.6,154.2,1,7,2017, 500 grams,Bacon
2017-07-01,Saskatchewan,Beef stewing cuts,Dollars,13.11,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Saskatchewan,Beef striploin cuts,Dollars,23.13,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Saskatchewan,Beef top sirloin cuts,Dollars,14.7,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Saskatchewan,Beef rib cuts,Dollars,20.64,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Saskatchewan,Ground beef,Dollars,8.54,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Saskatchewan,Pork loin cuts,Dollars,7.38,1.6,154.2,1,7,2017, per kilogram,Pork
2017-07-01,Saskatchewan,Pork rib cuts,Dollars,9.07,1.6,154.2,1,7,2017, per kilogram,Pork
2017-07-01,Saskatchewan,Pork shoulder cuts,Dollars,7.92,1.6,154.2,1,7,2017, per kilogram,Pork
2017-07-01,Saskatchewan,Whole chicken,Dollars,6.56,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Saskatchewan,Chicken breasts,Dollars,13.59,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Saskatchewan,Chicken thigh,Dollars,8.78,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Saskatchewan,Chicken drumsticks,Dollars,5.85,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Saskatchewan,Bacon,Dollars,5.51,1.6,154.2,1,7,2017, 500 grams,Bacon
2017-07-01,Alberta,Beef stewing cuts,Dollars,14.07,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Alberta,Beef striploin cuts,Dollars,24.69,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Alberta,Beef top sirloin cuts,Dollars,14.81,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Alberta,Beef rib cuts,Dollars,20.93,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Alberta,Ground beef,Dollars,9.24,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,Alberta,Pork loin cuts,Dollars,8.55,1.6,154.2,1,7,2017, per kilogram,Pork
2017-07-01,Alberta,Pork rib cuts,Dollars,9.83,1.6,154.2,1,7,2017, per kilogram,Pork
2017-07-01,Alberta,Pork shoulder cuts,Dollars,7.67,1.6,154.2,1,7,2017, per kilogram,Pork
2017-07-01,Alberta,Whole chicken,Dollars,7.02,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Alberta,Chicken breasts,Dollars,13.58,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Alberta,Chicken thigh,Dollars,9.78,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Alberta,Chicken drumsticks,Dollars,6.24,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,Alberta,Bacon,Dollars,6.11,1.6,154.2,1,7,2017, 500 grams,Bacon
2017-07-01,British Columbia,Beef stewing cuts,Dollars,13.37,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,British Columbia,Beef striploin cuts,Dollars,25.34,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,British Columbia,Beef top sirloin cuts,Dollars,15.3,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,British Columbia,Beef rib cuts,Dollars,20.89,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,British Columbia,Ground beef,Dollars,9.09,1.6,154.2,1,7,2017, per kilogram,Beef
2017-07-01,British Columbia,Pork loin cuts,Dollars,8.12,1.6,154.2,1,7,2017, per kilogram,Pork
2017-07-01,British Columbia,Pork rib cuts,Dollars,9.24,1.6,154.2,1,7,2017, per kilogram,Pork
2017-07-01,British Columbia,Pork shoulder cuts,Dollars,7.94,1.6,154.2,1,7,2017, per kilogram,Pork
2017-07-01,British Columbia,Whole chicken,Dollars,6.97,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,British Columbia,Chicken breasts,Dollars,13.67,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,British Columbia,Chicken thigh,Dollars,10.07,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,British Columbia,Chicken drumsticks,Dollars,6.33,1.6,154.2,1,7,2017, per kilogram,Chicken
2017-07-01,British Columbia,Bacon,Dollars,5.91,1.6,154.2,1,7,2017, 500 grams,Bacon
2017-08-01,Canada,Beef stewing cuts,Dollars,14.35,1.7,158.7,1,8,2017, per kilogram,Beef
2017-08-01,Canada,Beef striploin cuts,Dollars,20.63,1.7,158.7,1,8,2017, per kilogram,Beef
2017-08-01,Canada,Beef top sirloin cuts,Dollars,15.8,1.7,158.7,1,8,2017, per kilogram,Beef
2017-08-01,Canada,Beef rib cuts,Dollars,21.3,1.7,158.7,1,8,2017, per kilogram,Beef
2017-08-01,Canada,Ground beef,Dollars,9.79,1.7,158.7,1,8,2017, per kilogram,Beef
2017-08-01,Canada,Pork loin cuts,Dollars,8.14,1.7,158.7,1,8,2017, per kilogram,Pork
2017-08-01,Canada,Pork rib cuts,Dollars,7.98,1.7,158.7,1,8,2017, per kilogram,Pork
2017-08-01,Canada,Pork shoulder cuts,Dollars,6.72,1.7,158.7,1,8,2017, per kilogram,Pork
2017-08-01,Canada,Whole chicken,Dollars,6.21,1.7,158.7,1,8,2017, per kilogram,Chicken
2017-08-01,Canada,Chicken breasts,Dollars,11.94,1.7,158.7,1,8,2017, per kilogram,Chicken
2017-08-01,Canada,Chicken thigh,Dollars,9.15,1.7,158.7,1,8,2017, per kilogram,Chicken
2017-08-01,Canada,Chicken drumsticks,Dollars,5.69,1.7,158.7,1,8,2017, per kilogram,Chicken
2017-08-01,Canada,Bacon,Dollars,6.23,1.7,158.7,1,8,2017, 500 grams,Bacon
2017-08-01,Newfoundland and Labrador,Beef stewing cuts,Dollars,14.67,1.7,158.7,1,8,2017, per kilogram,Beef
2017-08-01,Newfoundland and Labrador,Beef striploin cuts,Dollars,19.18,1.7,158.7,1,8,2017, per kilogram,Beef
2017-08-01,Newfoundland and Labrador,Beef top sirloin cuts,Dollars,13.21,1.7,158.7,1,8,2017, per kilogram,Beef
2017-08-01,Newfoundland and Labrador,Beef rib cuts,Dollars,17.9,1.7,158.7,1,8,2017, per kilogram,Beef
2017-08-01,Newfoundland and Labrador,Ground beef,Dollars,9.35,1.7,158.7,1,8,2017, per kilogram,Beef
2017-08-01,Newfoundland and Labrador,Pork loin cuts,Dollars,6.6,1.7,158.7,1,8,2017, per kilogram,Pork
2017-08-01,Newfoundland and Labrador,Pork rib cuts,Dollars,8.12,1.7,158.7,1,8,2017, per kilogram,Pork
2017-08-01,Newfoundland and Labrador,Pork shoulder cuts,Dollars,6.29,1.7,158.7,1,8,2017, per kilogram,Pork
